"","ResponseId","PROLIFIC_PID","Q_RecaptchaScore","Duration (in seconds)","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid1_4_TEXT","gid2","race-eth-id_1","race-eth-id_2","race-eth-id_3","race-eth-id_4","race-eth-id_5","race-eth-id_6","race-eth-id_7","race-eth-id_8","race-eth-choice","ed","sud_hx"
"70","R_3Op0XyPzn79MTUp","55b53384fdf99b2b69c82509",0.899999976158142,280,NA,5,5,5,11,5,5,5,5,11,7,11,1,5,11,7,11,11,11,11,11,11,11,9,10,9,11,11,10,11,9,9,11,10,7,7,11,11,10,7,7,7,8,11,11,11,40,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Less than High School","No"
"71","R_1FRpuPBhoC3ngAE","5ed1f281a0e7a4000ae547ce",0.899999976158142,98,2,4,3,2,8,3,3,3,3,10,8,8,1,2,10,10,9,9,10,9,10,8,9,10,9,8,10,9,9,10,9,10,10,8,8,8,9,9,9,8,10,9,9,10,8,8,21,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"72","R_Ol1qiMmWet3DPR7","646c953a4bedd1bdd42d3177",0.899999976158142,247,4,4,4,4,10,3,3,4,3,9,10,10,1,3,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,9,10,10,9,9,10,9,10,10,10,9,10,10,9,10,28,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"73","R_OCkCpQchZW5cx2h","615c777509f34c8977bc45a7",0.899999976158142,317,3,5,4,4,11,4,3,4,5,11,9,10,1,4,10,7,8,8,9,8,9,9,10,11,10,8,9,10,10,10,7,7,8,8,7,8,9,9,8,7,9,7,9,11,11,9,34,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","No"
"74","R_2ZKSjra35uHF16l","5ef4d71e2e4e740edef0340a",1,233,NA,5,5,5,11,5,4,4,5,9,10,10,1,3,10,8,10,9,10,10,10,11,9,11,9,9,11,9,10,10,9,9,8,8,8,7,9,10,9,8,9,8,8,11,10,10,35,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"75","R_3LcmVyO7RAJQs3x","5f6eb18408ed4c3fa68fbf8a",1,321,3,5,5,5,11,5,3,3,5,10,9,10,1,3,9,8,8,9,9,8,10,9,9,10,10,10,11,9,10,11,10,11,10,9,9,9,10,10,9,8,9,9,9,11,9,9,41,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asian American","Professional Degree (J.D., M.D., etc.)","Prefer not to say"
"76","R_1eY6uJfXn4d1Hsq","60fd7da379f9b010244d61f9",1,232,2,2,3,3,11,4,2,2,4,11,8,10,1,2,10,9,8,9,8,8,11,9,11,11,9,9,10,11,11,10,10,11,11,8,8,9,10,10,8,8,8,8,11,10,10,10,24,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"77","R_24uEGv2lLAhhbcS","55c6bd08fdf99b7ba403d54f",0.800000011920929,252,5,5,5,5,10,5,4,5,3,11,7,11,1,5,11,10,11,11,10,10,11,10,9,10,7,7,11,8,11,10,9,9,10,8,7,8,10,10,8,7,7,7,10,11,8,11,48,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","Yes"
"78","R_1IZ89x9o2Dkc7k5","5980128635fbf100017d0861",1,345,4,5,5,2,11,1,3,3,5,10,8,10,1,2,11,9,7,10,10,7,11,10,10,11,11,10,11,9,11,10,8,11,10,7,10,10,7,9,7,10,9,10,11,10,11,8,33,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"79","R_SAxIVDqmhnyk52h","60fdb64bd0a26367ae7f5559",0.899999976158142,473,5,5,5,5,11,5,5,5,5,9,8,9,1,5,11,10,8,11,10,10,10,10,11,10,11,10,10,11,9,10,10,11,9,10,7,7,10,10,9,8,9,7,9,11,9,11,30,"Non-binary",NA,"No",NA,NA,NA,NA,NA,"White",NA,NA,"Either is fine","Bachelor’s Degree","No"
"80","R_3KIPGZSNHNT50Gv","5be6e664d86075000145bf44",1,235,5,5,3,3,7,5,5,5,5,11,7,11,1,5,11,11,11,11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,7,7,11,11,11,7,7,7,9,11,10,11,26,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","High School","No"
"81","R_6nSAe3K5UQ33kBz","558cdd7efdf99b0f1cc5f4c1",1,213,3,5,5,5,8,5,3,1,5,9,10,9,1,2,11,9,9,8,11,9,11,9,9,10,11,11,9,9,10,10,9,9,10,7,10,9,8,9,8,8,8,9,10,10,10,9,30,"Woman",NA,"Yes","Asian or Asian American",NA,"Black or African American",NA,NA,"White",NA,NA,"mixed","Master’s Degree","No"
"82","R_3NOrcVP5IHnlXN9","5ca4d7e75d545300110b7545",0.899999976158142,383,4,5,4,4,10,4,4,2,4,10,10,10,1,1,10,8,8,7,10,10,10,10,10,11,11,8,10,10,8,10,10,7,11,8,10,10,7,10,7,10,7,10,11,10,10,9,24,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"nepali","Bachelor’s Degree","No"
"83","R_3mkG9joZREFMga5","63d672fd60ac772cd04cc33b",0.899999976158142,317,2,4,4,4,10,5,4,4,4,10,10,10,1,4,9,9,8,9,10,10,10,10,11,9,9,9,9,10,10,11,10,10,10,9,9,9,7,9,9,9,9,8,10,9,10,10,34,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"High School","No"
"84","R_2DYTjasbZDbNHKl","58350bfe8f7d460001e8ba7f",0.899999976158142,589,4,5,4,3,10,3,3,2,4,10,9,9,1,2,9,9,8,8,9,9,10,8,9,10,9,8,11,8,9,8,10,8,10,7,11,10,7,9,7,10,8,9,10,8,9,9,35,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"85","R_3EouqDn1jY1M92u","63d7afa057805bde66a683a6",0.899999976158142,386,5,5,5,5,11,5,5,5,5,11,9,NA,1,5,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,11,9,9,9,7,9,11,9,7,7,9,9,11,10,11,32,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,NA,"High School","No"
"86","R_3pfpAueSJsOEUCg","5928b05e590f0b000126edb8",1,219,5,5,5,5,11,5,5,5,5,11,7,11,1,2,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,9,7,7,10,11,10,7,9,7,10,10,8,11,26,"Prefer not to say",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"Prefer not to say",NA,"Prefer not to say","No"
"87","R_3CPiqe7mrE0I7xw","5b33034d975e260001e981c9",0.899999976158142,240,5,5,5,5,11,5,5,5,5,11,7,10,1,4,11,10,9,9,11,11,11,11,11,11,9,9,11,11,11,11,11,11,11,9,8,8,9,11,9,8,8,8,9,11,10,10,28,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Associate’s Degree","No"
"88","R_2OPH74pYp9s9d7Z","60fcd2c0ef92b8427c66e83a",0.899999976158142,160,5,5,5,5,11,5,5,5,5,9,7,10,1,4,11,11,11,10,10,10,11,11,11,11,9,10,10,11,9,10,11,10,8,10,7,7,10,10,9,10,10,7,9,10,11,9,22,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"89","R_pGge0Yi6AztwYpj","5f58ceb73a55aa065f014fb4",0.899999976158142,268,3,5,5,5,11,3,3,3,5,10,9,11,1,3,11,8,9,9,9,9,10,9,10,10,10,9,9,11,11,9,10,10,9,7,9,9,7,9,9,9,9,7,10,9,9,11,52,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Other option not represented here","No"
"90","R_11XtGeyYyHWXEDk","5cfb6018bdfd56001820466f",1,228,4,5,5,5,11,5,4,4,4,11,9,10,1,5,11,8,11,11,11,11,11,11,9,11,8,7,11,10,11,11,10,10,11,10,8,7,10,10,9,9,10,7,8,11,9,10,25,"Man",NA,"Yes",NA,"Arab, Middle Eastern, or North African",NA,NA,NA,NA,NA,NA,"Middle Eastern","Associate’s Degree","No"
"91","R_2vcZcaL7VAQmDKQ","61501967e49a3d7e1977e4b4",0.899999976158142,314,4,5,5,5,11,5,5,4,5,11,7,10,1,4,10,9,7,10,10,11,11,9,11,10,11,10,10,9,11,11,11,11,11,7,9,9,7,11,7,8,9,9,10,10,8,10,75,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"92","R_vTxF5dmUFi0AlCp","55898d0ffdf99b7ae47f5d45",1,485,5,5,5,5,11,5,5,5,5,11,7,11,1,5,11,11,11,11,11,11,11,11,11,11,10,10,10,11,11,11,10,10,11,9,8,7,10,11,10,8,8,8,9,11,10,10,31,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","High School","No"
"93","R_28P9pTtFArZ1wrI","6293f40cb830603d3dbe5d9a",1,285,3,4,4,4,10,3,3,2,4,10,10,11,1,4,9,9,9,9,8,8,10,9,8,11,10,9,10,9,10,10,10,10,10,8,9,9,9,9,7,10,10,8,10,10,10,10,35,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Master’s Degree","No"
"94","R_324Hd6ygXBrSP7t","5b0029933c08a1000156662c",1,190,4,5,5,5,11,5,5,4,5,11,7,11,1,4,11,11,10,9,10,9,11,10,11,10,11,10,11,11,11,10,11,11,11,9,8,8,10,11,10,8,8,7,10,10,10,11,31,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Master’s Degree","No"
"95","R_2sR4JcNsJT3dcIm","5f4828f4dbc4a22d4c45910a",1,341,3,5,4,5,11,4,3,3,5,11,8,10,1,3,10,9,8,9,8,9,10,9,9,10,10,9,10,10,10,11,10,10,11,7,9,8,8,10,7,10,10,9,11,10,7,10,37,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"96","R_1pzkPc5ZDDeb4Re","5fd80680f3ed9911e3efacd7",1,457,4,5,2,1,11,4,2,1,3,10,8,9,1,2,10,8,8,11,10,10,11,8,9,10,9,10,11,10,8,10,10,9,11,9,8,9,10,10,8,11,11,8,8,11,10,11,28,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"97","R_2rIt0khFnKp0naB","5c44c4e73be7b70001fd7312",1,167,5,5,4,5,11,5,5,4,4,11,10,10,1,4,11,11,11,10,10,10,10,11,11,11,11,10,11,11,10,11,10,11,11,8,7,7,8,11,9,7,7,7,8,11,11,10,33,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","Yes"
"98","R_9LJlf1x1qvLnGiB","5e59feea5bb31220840c12c6",0.899999976158142,195,4,4,4,4,10,4,4,4,4,10,10,10,1,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"99","R_2U3D4tFI6rKpRBk","5844812dc5bc3a0001a4d553",0.899999976158142,225,5,5,5,5,11,5,5,5,5,11,7,11,1,1,11,11,10,10,11,11,11,11,11,11,11,11,NA,11,10,11,11,11,11,10,8,7,11,11,10,8,8,7,NA,11,11,10,36,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","Bachelor’s Degree","No"
"100","R_2OUylF1yAD8xnRY","6390b053a7eb692463c34188",0.899999976158142,771,4,4,4,2,11,5,4,5,4,10,9,10,1,1,11,8,10,NA,9,10,10,10,11,10,NA,9,10,10,10,11,11,10,9,8,9,10,8,9,7,9,10,9,11,8,10,9,44,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"na","Associate’s Degree","No"
"101","R_5AaN0vJAVx8UtWx","653137c3a721fe2112a2f69d",1,387,2,4,3,4,11,4,2,3,5,9,10,9,1,4,11,9,9,10,10,11,11,9,9,10,7,8,10,10,11,10,7,9,10,8,8,9,9,11,8,9,9,8,9,10,10,9,20,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"Puerto Rican","High School","No"
"102","R_cCirsThUIJ5yCKB","5e9d0efdf925dd23cf31c877",1,352,4,5,4,2,7,2,2,4,4,10,8,10,1,2,7,8,10,8,10,7,10,8,10,11,9,10,10,10,10,10,10,8,10,8,8,10,10,10,8,11,10,10,9,8,8,10,30,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"103","R_XyUZmzw5inex1iF","63d3f99561f302545f30279f",1,171,5,5,5,5,11,5,5,5,5,10,10,11,1,5,11,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,9,9,10,9,10,11,7,8,7,7,10,11,8,11,30,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Professional Degree (J.D., M.D., etc.)","No"
"104","R_1hZkUWKsQLidSL4","627e7b6d33e1df14160c05ba",1,336,5,5,5,5,11,5,5,5,5,11,11,11,1,5,11,11,11,10,11,10,11,11,11,11,10,8,11,11,11,10,11,11,11,10,8,7,10,11,10,7,8,7,10,10,11,11,25,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"105","R_1E7exatAPXzwC6v","65313ce1f99d9a35b6e90a7f",1,347,2,4,2,4,11,3,1,1,4,10,8,10,1,2,11,10,8,8,7,7,10,7,9,11,10,8,8,9,10,10,9,10,10,7,10,11,7,7,7,8,10,10,11,11,9,10,52,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"106","R_1pGLQsCk9pCTAvr","5ec44da606cb7931f04a35e9",1,688,2,5,5,5,11,1,2,1,5,11,8,10,1,3,10,7,7,10,7,8,11,8,9,10,10,9,11,10,10,11,11,11,11,10,7,9,8,10,8,10,10,7,10,11,10,11,57,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Associate’s Degree","No"
"107","R_1k1RK5gv427g5Vt","55b5f6b6fdf99b713277dc94",1,210,5,5,5,5,11,5,5,5,5,11,9,11,1,5,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,10,9,11,11,9,9,11,9,9,9,11,7,11,11,9,11,42,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Associate’s Degree","No"
"108","R_1gClowqs0pCe6EY","5b759c2fafacdf000167029c",0.899999976158142,498,4,4,5,5,11,4,4,4,5,10,9,10,1,4,9,9,8,9,11,10,11,10,11,11,10,9,11,10,10,10,10,10,10,8,7,8,11,10,9,10,10,10,11,11,11,10,30,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"109","R_3OjnqO7cuiUH3EI","5e4817a6e98da32bd77e901e",0.899999976158142,218,4,4,4,4,10,4,4,4,4,10,10,10,1,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,29,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"110","R_1r9xWLdZNAXHjDI","63fe65bdfad2487269dc02b5",1,634,1,5,1,1,7,3,1,1,5,11,11,11,1,1,7,7,7,7,7,7,11,7,9,11,10,11,8,7,10,8,11,11,11,7,11,11,7,11,7,11,11,9,11,10,7,11,39,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"High School","No"
"111","R_w5BpmJxLpckXDSF","6165da9dbd1cdd64f6e0a2fa",0.899999976158142,241,4,5,5,4,11,5,5,4,5,10,8,10,1,5,8,10,7,10,10,10,11,11,11,11,10,10,11,10,10,11,11,11,10,10,7,7,11,11,10,8,8,7,9,11,11,10,42,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"112","R_2pVSzXmvGd44ffA","63e46178e9b669022013608b",0.899999976158142,216,4,5,4,4,11,4,2,5,4,10,10,10,1,2,10,7,8,8,11,10,10,10,10,11,10,10,10,9,9,10,10,10,10,10,9,9,10,10,8,9,10,8,10,10,8,8,27,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"113","R_23UM4KDIaBcjwJs","60c6cfd78b8cdb0f66a196fa",1,338,4,5,5,5,11,5,4,4,5,11,8,10,1,4,10,10,10,11,10,10,10,11,10,11,11,10,11,11,11,10,11,11,10,8,9,8,9,10,8,8,8,8,8,10,10,10,26,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"114","R_3hhzZBUO2jgCpcJ","6451cd0ae895ee78090b2e02",1,204,3,4,3,3,9,3,3,3,3,10,9,10,1,3,9,9,9,9,9,9,11,9,9,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,59,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","High School","No"
"115","R_2eWfZ0ljcwPVrKi","615374298783c874703e15a6",1,757,5,5,5,5,11,5,5,4,5,11,9,10,1,4,11,10,10,10,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,7,8,9,7,11,7,7,7,8,11,9,7,10,24,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asian American","Bachelor’s Degree","No"
"116","R_3MxS4LIgLJHifuR","6112a4148757db67067c93d6",0.899999976158142,619,2,5,5,5,11,4,3,2,4,11,10,10,1,2,10,10,7,10,9,9,10,8,10,9,7,8,11,10,11,11,10,10,8,8,9,10,8,10,9,11,11,9,11,10,9,10,24,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White American","Bachelor’s Degree","No"
"117","R_1oA5SlnXx5iHPzi","5f985161f2aa230f6d4eb858",0.899999976158142,403,2,5,4,4,11,3,1,2,5,11,9,10,1,1,8,8,7,8,7,8,10,8,9,11,9,9,10,10,11,10,9,9,10,8,11,10,8,8,8,11,9,8,11,9,8,10,36,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","Professional Degree (J.D., M.D., etc.)","No"
"118","R_3eadKNXR4JETiSz","5fce766c6304ad09d04a6689",0.899999976158142,207,4,5,5,5,10,4,4,3,4,10,9,10,1,3,10,10,10,10,9,10,10,10,9,11,10,9,10,10,10,9,10,10,10,9,7,8,9,11,10,8,9,8,9,10,10,9,37,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Associate’s Degree","No"
"119","R_1NDKpF716z23OGM","6033fd8bc8659800086d87b0",0.899999976158142,369,3,5,4,4,10,4,3,3,4,NA,10,10,1,3,10,9,9,10,10,8,11,9,10,11,11,10,10,9,10,11,9,10,10,8,9,11,8,10,8,10,9,8,10,8,11,9,32,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"African American","Master’s Degree","No"
"120","R_2nofnBxUGuqqYFj","62c895e07624a00daae301bb",0.899999976158142,319,5,5,5,5,11,5,5,5,5,11,7,10,1,5,11,9,8,10,10,10,10,10,11,10,11,11,11,11,10,11,11,11,11,8,8,9,10,11,9,8,8,8,10,11,9,11,38,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Master’s Degree","No"
"121","R_2aK0E2HxP1qWlrn","5e8035b69bebe57112d963fe",0.899999976158142,190,1,5,3,3,9,2,2,4,5,9,10,9,1,1,10,8,10,10,10,9,10,10,10,11,10,8,11,11,11,10,10,10,11,8,9,8,9,10,9,8,10,7,9,10,10,9,24,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"vietnamese","Bachelor’s Degree","No"
"122","R_1GI8GRCFy41UR4E","5e57658f2019d510a3b01c7d",1,300,5,5,5,5,11,5,5,5,5,10,7,10,1,5,11,9,11,11,10,11,11,11,11,11,11,11,10,11,11,11,11,11,11,9,7,7,7,9,7,7,7,8,8,10,11,11,34,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"123","R_2b1AP444mr9teSI","5b8c7161284d9b00019dee13",0.899999976158142,322,5,5,5,5,11,5,5,5,5,11,8,10,1,5,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,10,7,7,11,11,10,8,8,7,9,11,11,11,25,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","Yes"
"124","R_3dMTcB229ayrJW6","5efe7ad27d413c3869386ef7",0.899999976158142,183,5,5,5,5,11,5,5,5,5,10,7,11,1,3,10,9,9,9,10,10,11,8,11,11,9,9,11,11,11,11,10,10,11,8,9,9,7,11,9,9,9,8,11,10,11,11,24,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"125","R_2WCElCpOrm6Xtrk","60ff2f02798aa519f06413f2",0.899999976158142,542,3,5,3,1,9,4,1,1,5,9,11,10,1,5,9,7,9,11,7,7,11,9,8,11,9,9,7,10,10,10,9,11,10,7,11,7,7,9,7,11,11,10,11,11,11,9,22,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,NA,"High School","No"
"126","R_rpCKhrwCb165C0h","5ec86e5ef52d11362d3e17e9",0.899999976158142,244,5,5,4,4,11,5,4,5,5,11,9,10,1,3,11,9,8,10,11,11,10,11,10,10,10,11,11,11,8,10,11,11,10,10,7,7,10,10,10,8,8,7,8,11,8,10,32,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Master’s Degree","No"
"127","R_3nV4tsrOg4P2i1h","5d0ac7504d57690017a355ef",0.899999976158142,231,3,5,3,4,11,4,3,4,5,10,9,10,1,3,10,10,9,9,9,9,10,9,11,10,9,9,10,9,11,10,11,11,11,8,9,9,7,10,7,9,9,8,11,11,9,10,39,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White/Caucasian","Bachelor’s Degree","No"
"128","R_2Tuar3apFHuAy4j","5a8b61fcf1408d000176b02f",0.899999976158142,1025,3,4,4,4,11,2,2,1,2,11,9,10,1,3,9,8,8,8,7,7,10,8,9,10,7,8,10,10,10,11,9,9,10,8,8,8,8,10,7,10,10,7,10,10,9,10,65,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"129","R_WCXq2lSnPlYjOF3","5ac54531e1546900019c0487",0.899999976158142,253,5,5,3,3,7,5,5,5,5,11,7,11,1,5,11,11,11,10,11,11,11,11,11,11,10,10,11,11,10,11,11,11,11,9,8,7,11,11,9,8,9,7,9,10,10,11,26,"Prefer to self-describe","agender","No",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Less than High School","No"
"130","R_2pWtx3OwkdAj5i1","6234e9c483c8aa1f1c5f046a",0.899999976158142,305,4,5,5,4,11,5,4,4,5,11,11,10,1,2,11,8,10,8,10,8,NA,8,11,11,11,11,11,10,10,11,11,11,10,8,10,10,8,10,10,10,11,8,11,10,10,8,30,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Master’s Degree","No"
"131","R_DHkhqFD4uzm093z","5f6553322cb2880be0850e57",1,301,2,5,5,3,11,2,4,4,5,11,7,10,1,2,11,10,8,8,8,8,10,8,11,11,11,10,10,10,10,11,10,10,11,7,8,9,8,10,8,8,8,7,10,11,9,9,62,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"132","R_31EJBjG5PYaphQ5","607f2422bed40ea3005ec422",0.899999976158142,185,4,5,5,5,11,2,3,1,4,10,9,8,1,1,9,7,7,7,10,9,11,9,9,10,7,9,10,11,10,10,7,8,11,7,10,9,7,10,7,9,10,7,11,10,10,10,44,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Associate’s Degree","No"
"133","R_1HcszUB3ZKoLs5u","628de7e8ff1744a9717d7883",0.899999976158142,543,4,5,5,3,10,5,5,4,5,10,11,10,1,4,11,10,11,10,11,10,11,11,9,11,11,10,10,11,11,10,11,11,11,8,10,7,10,10,10,10,8,11,10,11,10,10,30,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"African American","Bachelor’s Degree","No"
"134","R_1100s4MsqyaZ9Y7","5ca54993e706a40016359096",1,236,4,5,4,4,9,3,3,3,5,10,9,10,1,1,11,8,7,10,10,10,11,9,8,11,7,8,10,9,10,11,10,10,10,8,10,11,9,9,8,9,9,9,11,10,10,11,29,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,"Hispanic","High School","No"
"135","R_3KSC3VqM5UE9aOw","5dd299a27f1bbf2a83554ecf",0.899999976158142,549,4,5,4,5,10,5,4,4,5,11,7,10,1,4,11,9,9,8,11,10,10,10,11,11,11,10,11,11,10,10,10,11,11,8,9,9,7,11,9,8,9,8,10,9,9,9,46,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"south asian","Bachelor’s Degree","No"
"136","R_1MYB6akBWlNR7qE","60c77fc848b63415aba5c404",0.899999976158142,333,2,4,3,3,9,4,2,2,3,10,8,10,1,2,10,7,7,8,9,8,9,8,9,8,8,8,10,9,11,10,7,8,8,8,10,8,8,10,7,11,10,7,10,9,8,9,41,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asia","Professional Degree (J.D., M.D., etc.)","No"
"137","R_2QXIfJIL6FTxSL0","6361c30e6cce2905491c97de",0.899999976158142,1100,3,4,3,3,9,3,3,3,3,7,9,9,1,2,9,9,9,10,10,9,11,9,9,10,9,9,10,9,11,9,10,9,7,9,9,9,9,10,8,10,10,9,10,9,9,9,21,"Man",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"Prefer not to say",NA,"Prefer not to say","Prefer not to say"
"138","R_2TKUcsgC9V147he","5eefcc4bf64ab12846a5e671",0.899999976158142,573,3,4,3,3,9,3,3,3,1,10,9,10,1,3,9,10,8,9,9,9,10,10,10,9,9,9,10,9,10,10,8,9,10,9,8,8,9,9,8,10,10,8,10,10,9,10,24,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,"Hispanic","High School","No"
"139","R_2PupFQkUJtXR9un","63d1c10210ce566ce71616e8",0.899999976158142,177,3,4,3,4,11,4,3,2,4,9,11,9,1,1,8,7,7,8,9,8,11,9,7,10,10,8,10,8,10,10,7,8,9,7,10,10,7,10,7,10,8,9,11,10,10,9,33,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
