"","id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid2","race","hispanic","ed","sud_hx"
"109",109,2,5,5,4,5,4,2,2,3,4,2,4,1,1,4,4,2,2,2,2,4,2,4,5,1,2,4,4,2,4,2,4,4,2,4,3,4,3,2,4,5,1,4,5,2,4,22,"Man","Yes","Latine or Hispanic","Yes","High School","No"
"110",110,5,5,5,4,3,5,5,4,NA,5,1,5,1,4,5,5,3,4,5,3,3,5,5,4,5,5,5,5,4,5,5,4,4,3,4,1,4,5,3,2,2,1,3,5,5,5,30,"Woman","Yes","White","No","Master’s Degree","No"
"111",111,4,5,1,1,5,4,3,3,5,4,4,4,1,1,2,1,1,2,2,3,5,3,2,5,4,4,2,3,5,5,3,3,4,1,5,4,2,4,1,5,3,4,5,4,5,4,20,"Man","Yes","Latine or Hispanic","Yes","High School","No"
"112",112,1,5,1,3,3,1,2,1,5,5,2,4,1,2,4,2,2,3,2,2,5,2,2,2,3,2,5,4,4,4,4,4,4,2,1,4,1,3,3,4,4,2,4,5,4,4,36,"Woman","Yes","White","No","Bachelor’s Degree","No"
"113",113,3,4,4,4,4,4,3,3,4,4,2,4,1,2,4,3,3,2,2,2,5,3,4,4,3,4,4,4,4,4,4,4,3,3,2,3,2,4,3,4,4,2,4,4,3,3,25,"Man","Yes","White","No","Bachelor’s Degree","No"
"114",114,3,5,3,3,3,4,3,3,3,4,4,4,1,2,3,3,3,2,3,3,5,3,4,4,3,3,3,3,4,4,3,4,4,3,4,3,3,4,2,4,4,4,4,3,3,4,21,"Man","Yes","White","No","High School","No"
"115",115,1,5,4,1,5,2,1,2,5,4,1,4,1,1,4,4,1,1,1,2,5,2,4,5,5,4,5,5,5,5,1,1,4,1,4,4,4,5,4,5,5,1,5,5,1,4,34,"Man","Yes","White","No","High School","No"
"116",116,5,5,5,5,5,5,4,4,5,4,3,3,1,2,5,2,3,3,4,4,5,4,4,3,5,4,5,5,4,4,5,4,4,2,3,1,4,4,4,2,3,2,5,2,2,3,NA,"Man","Yes","White","No","Associate’s Degree","No"
"117",117,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,4,4,4,5,5,5,3,4,4,5,5,5,4,5,5,5,3,1,1,3,5,4,2,2,1,3,5,5,5,27,"Man","Yes","White","No","High School","No"
"118",118,3,4,3,4,4,3,3,2,4,4,3,3,1,2,3,2,1,3,3,3,4,3,2,3,1,2,4,3,4,3,3,3,3,2,4,3,3,3,1,4,4,4,4,4,3,3,43,"Man","Yes","White","No","Bachelor’s Degree","No"
"119",119,5,5,5,5,5,4,4,4,5,4,2,4,1,4,4,2,2,4,2,5,4,4,4,5,5,4,4,5,4,5,5,5,3,2,2,2,2,3,2,2,2,2,4,5,4,5,37,"Woman","Yes","White","No","High School","No"
"120",120,2,5,2,2,4,1,1,1,4,4,2,4,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,2,5,4,1,1,4,2,5,3,1,4,1,5,5,5,5,1,2,4,28,"Man","Yes","White","No","Other option not represented here","No"
"121",121,1,3,1,1,5,1,1,1,5,5,2,3,1,1,2,3,1,1,1,1,4,1,5,5,3,3,3,3,5,5,4,4,4,1,3,3,1,3,1,1,2,3,5,4,4,3,48,"Man","Yes","White","No","Associate’s Degree","No"
"122",122,3,5,3,3,3,5,4,4,4,2,4,4,1,3,2,2,1,3,4,4,4,4,4,4,4,2,4,4,4,4,3,5,5,3,3,3,1,4,3,2,2,2,5,4,3,4,31,"Woman","Yes","White","No","Bachelor’s Degree","No"
"123",123,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,3,4,4,4,4,4,1,3,3,3,2,4,4,4,4,2,4,4,2,3,1,3,2,2,4,4,4,4,44,"Man","Yes","White","No","Master’s Degree","No"
"124",124,4,5,3,3,3,5,4,4,5,5,1,5,1,3,5,3,5,1,4,4,5,4,5,5,5,5,5,5,5,5,3,3,3,2,3,1,4,5,2,2,3,3,3,5,4,5,23,"Man","No","Multiracial","No","High School","No"
"125",125,3,4,2,3,3,3,4,3,4,3,4,1,1,3,2,1,1,2,1,1,4,3,3,4,2,2,3,3,5,4,1,1,4,2,3,4,2,2,1,4,3,2,4,5,1,1,56,"Woman","Yes","White","No","High School","No"
"126",126,4,5,5,5,4,4,4,5,5,5,3,2,1,5,4,5,5,5,3,4,5,5,5,5,1,3,5,5,3,5,4,4,4,5,1,1,5,4,3,2,3,1,3,5,4,5,35,"Man","Yes","White","No","Bachelor’s Degree","No"
"127",127,4,5,5,5,5,5,5,4,5,4,1,5,1,1,4,2,1,1,4,5,4,2,1,4,5,5,1,2,5,5,2,4,4,1,4,5,1,5,1,5,5,4,5,4,4,4,30,"Woman","Yes","Asian or Asian American","No","Professional Degree (J.D., M.D., etc.)","No"
"128",128,1,1,1,1,1,1,1,1,1,2,4,3,1,2,1,1,2,2,1,1,4,1,2,3,1,1,5,1,4,4,1,1,4,3,2,4,2,1,1,2,2,1,4,4,1,3,62,"Woman","Yes","White","No","High School","No"
"129",129,4,5,5,4,5,5,5,5,5,5,2,4,1,5,4,4,1,5,3,4,5,3,4,5,3,4,5,4,5,5,5,5,5,2,3,2,2,5,1,4,4,2,4,5,4,5,54,"Man","Yes","White","No","Bachelor’s Degree","No"
"130",130,5,5,5,5,5,5,5,4,5,5,1,5,1,3,5,4,3,3,4,5,4,5,5,5,5,4,3,5,5,4,4,4,3,3,2,3,2,5,1,3,3,1,4,4,2,5,32,"Man","Yes","White","No","Bachelor’s Degree","No"
"131",131,5,5,5,5,5,5,4,3,5,5,1,5,1,3,5,4,2,2,4,3,4,3,5,5,4,3,2,5,5,5,5,5,3,1,1,1,1,5,3,1,1,3,5,4,1,5,59,"Woman","Yes","White","No","High School","No"
"132",132,5,5,5,5,5,4,5,4,5,5,2,5,1,4,5,4,4,5,4,5,5,5,4,5,5,4,5,5,4,5,4,4,5,4,1,1,4,5,5,2,1,1,3,5,4,5,38,"Man","Yes","White","No","Bachelor’s Degree","No"
"133",133,2,5,4,4,4,2,3,2,5,4,3,4,1,2,4,2,2,2,4,2,5,3,4,4,5,4,4,4,5,4,4,5,4,1,4,5,1,4,1,4,4,4,5,3,3,4,26,"Woman","Yes","White","No","Associate’s Degree","No"
"134",134,4,5,5,5,5,5,5,4,5,5,2,4,1,4,4,5,5,4,4,5,5,4,3,5,5,4,4,5,5,5,4,5,5,3,2,2,3,5,3,2,1,2,4,4,4,5,42,"Woman","Yes","White","No","Associate’s Degree","No"
"135",135,4,5,4,3,3,4,4,3,4,4,4,2,1,3,4,1,1,3,2,4,5,2,2,2,2,2,5,2,2,2,2,4,4,1,4,4,1,4,1,4,4,4,5,5,2,2,52,"Woman","Yes","White","No","Master’s Degree","No"
"136",136,4,4,5,4,5,5,4,4,2,4,2,4,1,3,4,2,2,3,3,2,5,3,4,4,1,1,NA,3,3,4,4,4,4,2,2,3,4,4,1,4,5,2,4,5,2,4,37,"Man","Yes","White","No","High School","No"
"137",137,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,5,3,1,1,2,4,5,5,5,26,"Man","Yes","White","No","High School","No"
"138",138,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,1,1,1,1,5,1,1,1,3,5,4,4,5,47,"Man","Yes","White","No","Bachelor’s Degree","No"
"139",139,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,5,5,3,3,3,1,1,5,5,5,32,"Non-Binary, Agender, or Other","No","White","No","High School","Yes"
"140",140,3,5,5,4,5,5,3,3,5,1,3,4,1,2,4,3,3,4,3,3,5,5,4,5,4,4,5,5,4,5,2,4,5,3,3,1,5,3,3,2,4,2,2,5,5,4,18,"Woman","Yes","Black or African American","No","High School","No"
"141",141,3,5,3,3,3,5,5,3,5,4,5,4,1,3,3,3,3,3,3,3,4,3,3,3,3,3,4,5,5,5,5,3,5,2,3,3,3,3,2,3,3,3,5,4,4,5,56,"Woman","Yes","White","No","Master’s Degree","No"
"142",142,4,5,4,4,4,5,3,3,4,2,2,4,1,3,5,5,5,4,4,4,4,4,3,3,3,2,4,4,3,5,4,3,4,5,1,3,4,4,3,3,3,1,3,5,4,4,21,"Man","Yes","Asian or Asian American","No","High School","Prefer not to say"
"143",143,4,5,5,5,5,4,3,3,5,4,1,2,1,1,5,2,2,1,3,2,4,3,3,5,3,1,5,5,5,3,5,5,4,1,4,4,1,5,2,5,5,2,5,4,4,3,58,"Man","Yes","White","No","Master’s Degree","No"
"144",144,4,5,4,5,5,2,1,1,5,4,4,5,1,1,4,1,1,1,1,1,5,1,1,5,1,1,2,3,5,4,4,4,1,1,5,5,1,2,1,5,5,5,5,1,1,4,22,"Woman","Yes","White","No","Bachelor’s Degree","No"
"145",145,4,5,4,3,4,4,4,4,4,4,3,4,1,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,2,3,3,3,2,3,2,3,3,3,4,45,"Man","Yes","White","No","High School","No"
"146",146,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,2,5,5,5,5,5,4,5,5,5,3,5,5,5,5,3,3,5,3,2,1,3,5,5,5,3,1,3,5,5,4,28,"Woman","Yes","White","No","Bachelor’s Degree","No"
"147",147,5,5,NA,5,5,4,1,1,5,5,1,5,1,5,5,5,2,5,1,4,5,5,NA,5,1,1,5,5,5,5,5,4,5,5,1,1,4,5,4,5,4,1,2,5,4,4,42,"Man","Yes","White",NA,"Bachelor’s Degree","No"
"148",148,3,5,5,5,5,4,3,3,5,4,3,3,1,2,4,3,3,1,2,3,5,3,3,5,3,3,4,4,4,4,3,3,4,2,4,3,1,3,3,3,3,4,5,4,3,3,26,"Woman","Yes","Latine or Hispanic","Yes","High School","No"
"149",149,3,3,5,5,5,4,3,1,4,3,3,5,1,2,5,3,4,3,1,3,5,2,3,5,1,1,4,2,5,4,1,3,3,1,3,5,1,3,1,5,5,4,5,5,2,3,34,"Woman","Yes","White","No","High School","No"
"150",150,3,5,4,4,5,5,2,2,4,4,2,4,1,3,5,2,2,3,2,3,4,3,4,4,4,3,4,4,4,4,3,5,4,2,2,3,3,4,2,3,3,2,4,4,2,4,36,"Woman","Yes","White","No","Master’s Degree","No"
"151",151,4,5,5,5,5,5,4,4,5,5,1,5,1,5,4,3,3,5,3,4,5,4,5,4,4,5,4,5,5,5,5,5,5,4,1,1,3,5,5,1,3,1,1,5,3,5,32,"Man","Yes","Latine or Hispanic","Yes","Bachelor’s Degree","No"
"152",152,2,4,1,2,3,1,1,1,4,4,5,2,1,4,2,1,1,1,1,1,5,3,2,3,3,2,3,2,4,2,3,3,2,1,4,3,2,2,2,5,4,3,4,4,3,4,46,"Man","Yes","White","No","Associate’s Degree","No"
"153",153,4,5,5,5,4,5,5,4,5,5,2,5,1,4,4,5,3,2,4,5,5,3,5,4,5,4,2,4,4,4,4,4,5,1,4,1,2,4,3,2,2,2,4,4,5,5,27,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","Yes"
"154",154,5,5,3,3,3,4,4,4,4,3,3,4,1,5,4,3,5,4,4,5,4,4,4,5,4,2,4,3,5,4,2,2,3,5,2,2,5,4,3,5,4,2,3,5,4,4,20,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"155",155,2,5,4,4,5,4,4,4,5,4,5,4,1,2,5,5,2,2,3,1,4,3,4,5,4,3,1,4,5,4,5,4,4,2,4,3,1,4,1,1,1,2,5,4,4,4,37,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"156",156,3,5,4,4,5,2,4,3,5,4,4,4,1,2,5,2,1,5,4,4,4,3,5,4,2,2,4,NA,4,2,4,4,4,2,2,3,4,3,1,2,3,2,4,4,2,3,47,"Woman","Yes","White","No","High School","No"
"157",157,3,5,3,4,5,3,1,1,4,3,3,3,1,3,2,1,2,3,1,3,5,2,2,4,2,3,3,3,5,4,2,3,5,2,2,3,2,3,1,5,4,3,4,4,3,3,56,"Man","Yes","White","No","Bachelor’s Degree","No"
"158",158,3,5,4,4,1,5,5,4,5,5,4,5,1,3,5,1,5,3,5,3,5,4,3,4,4,5,5,5,4,5,4,5,NA,2,3,3,2,4,1,4,3,1,3,5,5,5,31,"Man","Yes","White","No","Bachelor’s Degree","No"
"159",159,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,4,1,1,5,5,3,2,2,1,2,5,4,5,46,"Woman","Yes","White","No","High School","I don’t know"
"160",160,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,4,5,4,5,5,4,5,5,4,5,4,4,4,5,4,5,5,5,4,2,3,4,5,4,1,1,2,3,5,4,4,34,"Non-Binary, Agender, or Other","No","White","No","Bachelor’s Degree","No"
"161",161,4,5,5,5,5,5,4,4,5,5,2,4,1,2,5,3,4,2,4,4,4,4,4,5,4,3,4,4,5,5,4,4,5,1,2,4,1,4,2,2,2,3,5,4,2,4,33,"Man","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"162",162,4,5,5,5,5,4,4,3,5,4,1,5,1,4,5,4,4,2,3,3,4,4,4,4,3,3,4,4,4,5,3,3,4,2,3,2,2,5,2,2,2,2,4,4,4,4,40,"Man","Yes","White","No","High School","No"
"163",163,1,4,1,2,4,1,1,1,4,4,2,4,1,3,2,1,1,2,1,1,5,1,3,4,2,3,4,3,5,2,3,2,4,1,5,4,2,1,1,5,4,2,5,4,4,2,38,"Man","Yes","White","No","Bachelor’s Degree","No"
"164",164,2,5,3,3,3,4,2,2,4,4,2,3,1,3,4,4,1,2,2,2,4,3,4,4,3,3,4,4,4,4,3,3,4,1,3,4,2,3,2,4,4,2,4,4,2,4,35,"Woman","Yes","White","No","Bachelor’s Degree","No"
"165",165,5,5,5,5,5,5,5,5,5,5,1,4,1,4,5,4,4,4,5,5,5,5,4,5,5,4,4,5,4,5,4,4,5,3,2,3,4,5,1,2,3,2,4,4,5,4,23,"Woman","Yes","White","No","Bachelor’s Degree","No"
"166",166,5,5,5,3,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,3,5,5,3,3,3,3,4,5,5,5,5,3,5,5,5,29,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"167",167,4,5,5,5,5,5,4,3,5,4,2,5,1,4,4,3,4,4,3,3,4,3,4,5,3,3,5,4,5,5,3,3,4,3,2,3,2,5,3,4,4,2,3,4,5,5,30,"Woman","Yes","White","No","Master’s Degree","No"
"168",168,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,3,3,5,4,2,1,4,5,4,1,3,1,2,5,5,5,32,"Man","Yes","White","No","High School","Yes"
"169",169,5,5,5,5,5,5,5,4,5,5,1,5,1,5,4,4,3,1,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,1,3,5,1,5,3,3,2,2,5,5,2,5,23,"Woman","Yes","White","No","Bachelor’s Degree","No"
"170",170,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,4,5,4,4,4,4,5,5,5,4,4,5,5,3,5,4,4,5,3,1,1,5,5,4,1,2,1,1,5,3,4,43,"Man","Yes","White","No","Bachelor’s Degree","No"
"171",171,5,5,4,4,4,5,4,4,5,5,1,5,1,3,5,4,2,2,4,2,5,4,4,5,1,1,5,5,5,5,5,5,5,1,1,5,1,5,1,2,4,2,5,5,1,5,36,"Man","Yes","Black or African American","No","High School","No"
"172",172,1,1,3,5,5,2,1,1,4,4,1,3,1,1,3,1,1,1,1,1,5,1,4,3,2,2,4,4,4,3,2,5,2,1,3,4,1,2,2,4,4,2,5,3,3,3,25,"Woman","Yes","White",NA,"Bachelor’s Degree","No"
"173",173,4,5,5,5,5,4,5,4,4,4,2,5,1,4,4,4,5,4,4,4,4,4,4,5,5,4,2,4,5,4,4,4,4,2,2,1,4,4,2,1,2,2,2,4,4,4,50,"Woman","Yes","White","No","Associate’s Degree","No"
"174",174,1,5,4,4,5,3,5,4,5,5,5,4,1,2,5,1,1,1,3,4,4,3,3,4,4,4,1,5,5,5,4,5,4,1,4,5,1,4,1,5,4,4,5,4,4,5,51,"Woman","Yes","White","No","High School","No"
"175",175,3,5,4,4,5,4,3,3,5,5,3,4,1,4,4,2,4,4,3,4,4,4,3,4,1,2,4,4,5,4,2,4,5,2,1,1,3,4,2,3,3,3,3,4,1,4,50,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","Yes"
"176",176,4,5,5,5,5,5,NA,4,4,4,3,4,1,4,5,4,4,4,2,4,5,5,4,5,4,4,5,4,5,4,4,4,4,4,3,3,4,5,3,2,3,2,3,5,4,4,51,"Man","Yes","White","No","High School","No"
"177",177,3,4,2,2,2,2,1,1,4,2,4,4,1,1,2,1,1,1,1,1,4,1,3,4,1,2,4,3,4,4,2,2,3,3,2,3,2,2,1,5,4,2,4,4,2,3,45,"Man","Yes","White","No",NA,"No"
"178",178,4,5,4,3,5,4,4,4,5,4,3,3,1,4,5,3,5,4,4,4,5,4,5,3,2,2,5,5,3,4,3,4,5,3,2,2,3,4,3,3,4,2,3,5,3,3,53,"Man","Yes","White","No","Bachelor’s Degree","I don’t know"
"179",179,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,2,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,2,2,1,2,4,3,2,1,1,3,5,5,5,28,"Man","Yes","White",NA,"Master’s Degree","No"
"180",180,4,5,5,4,5,4,3,3,5,4,4,3,1,4,4,2,NA,3,2,3,4,NA,4,4,4,4,4,4,4,4,5,5,4,2,2,3,4,4,1,3,3,2,4,4,2,4,NA,"Woman","Yes","White","No","Bachelor’s Degree","No"
"181",181,1,5,3,4,3,2,1,1,3,3,2,3,1,3,2,2,1,2,1,1,5,1,3,3,2,3,4,3,4,4,4,4,4,2,3,3,2,3,1,5,3,3,5,3,1,3,39,"Man","Yes","White","No","Master’s Degree","No"
"182",182,4,5,5,5,5,4,4,4,5,4,2,5,1,3,4,1,4,3,2,4,4,3,4,5,4,4,5,5,5,5,4,5,5,3,4,4,4,4,1,2,2,3,4,5,1,4,55,"Woman","Yes","White","No","High School","No"
"183",183,5,5,5,5,5,5,4,4,5,5,1,5,1,4,5,4,4,4,4,4,4,5,5,3,3,3,5,4,4,5,4,4,4,4,2,1,2,5,1,2,2,1,2,4,3,5,65,"Man","Yes","White","No","Bachelor’s Degree","No"
"184",184,4,5,4,5,3,5,4,3,5,5,1,4,1,3,5,3,3,3,4,3,5,4,5,4,4,5,5,5,5,5,3,5,5,3,1,2,3,5,3,2,2,2,4,4,4,5,31,"Man","Yes","White","No","Bachelor’s Degree","No"
"185",185,4,5,3,2,3,3,4,3,4,4,2,4,1,4,4,3,2,3,3,3,5,3,4,4,3,3,4,4,5,4,4,4,4,3,2,5,2,3,2,4,4,3,4,4,4,4,28,"Woman","Yes","Latine or Hispanic","Yes","Bachelor’s Degree","No"
"186",186,4,5,5,4,5,4,4,3,5,5,2,4,1,2,2,4,2,2,3,2,4,3,3,4,4,4,4,5,5,5,4,4,5,2,4,3,1,5,3,4,3,2,5,4,1,4,NA,"Woman","Yes","White","No","High School","No"
"187",187,4,5,5,5,5,5,3,3,5,5,4,4,1,3,5,2,1,3,3,3,5,4,4,5,5,4,4,5,3,4,4,4,5,2,4,3,3,5,3,3,3,3,3,3,3,4,55,"Woman","Yes","Latine or Hispanic","Yes","Bachelor’s Degree","No"
"188",188,4,5,5,5,5,5,5,3,5,5,2,4,1,4,5,4,3,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,3,2,1,5,5,4,1,1,1,2,5,3,3,32,"Woman","Yes","White","No","Bachelor’s Degree","Yes"
"189",189,2,3,3,1,3,5,1,3,5,3,4,4,1,1,2,4,1,1,1,3,5,1,3,5,4,4,3,3,4,5,4,3,4,2,3,5,1,3,1,3,4,4,5,4,4,2,31,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"190",190,5,5,5,5,4,5,5,4,5,5,2,4,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,2,4,4,2,2,2,1,4,4,2,4,4,2,1,5,2,4,33,"Man","Yes","White","No","High School","No"
"191",191,3,5,5,5,5,3,3,3,5,5,5,5,1,1,5,2,1,2,3,3,4,3,3,3,3,3,2,3,5,3,5,5,5,1,4,5,1,4,3,4,3,3,5,1,4,5,33,"Man","Yes","White","No","Bachelor’s Degree","No"
"192",192,4,5,3,NA,4,4,3,3,4,2,3,5,1,3,2,2,3,4,2,2,4,4,3,4,4,3,4,4,5,4,3,3,3,4,3,3,4,4,3,3,4,3,4,5,4,4,32,"Woman","Yes","Asian or Asian American","No","High School","No"
"193",193,4,5,4,4,5,4,4,4,4,4,2,4,1,2,4,3,1,2,3,3,4,3,4,5,4,3,4,4,4,5,5,5,4,3,3,3,3,4,2,2,3,2,4,3,3,4,25,"Woman","Yes","White","No","Bachelor’s Degree","No"
"194",194,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,5,3,4,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,4,1,1,4,5,5,3,1,1,1,5,1,5,45,"Woman","Yes","White","No","Associate’s Degree","Yes"
"195",195,2,5,5,5,5,1,2,1,5,5,1,3,1,2,3,2,3,2,2,3,5,3,3,5,4,4,4,5,3,4,5,5,5,2,4,4,2,3,2,2,4,4,4,4,5,4,36,"Man","Yes","White","No","Bachelor’s Degree","Yes"
"196",196,4,5,3,2,3,3,2,3,3,3,5,2,1,1,3,3,1,3,3,3,5,3,3,3,1,2,3,3,3,3,3,3,4,3,3,4,3,3,3,5,3,2,3,3,2,3,24,"Man","Yes","Black or African American",NA,"High School","No"
"197",197,4,5,3,3,3,4,4,4,4,4,3,3,1,4,4,4,5,5,4,4,3,5,4,4,3,3,4,4,3,3,4,3,5,4,1,2,4,5,4,3,3,3,2,4,2,3,38,"Man","Yes","Asian or Asian American","No","Associate’s Degree","Yes"
"198",198,5,5,4,2,4,2,4,4,5,5,1,3,1,2,5,3,1,1,4,4,5,3,5,5,5,2,4,5,5,5,4,4,5,3,2,5,1,4,1,3,3,1,5,5,2,5,54,"Woman","Yes","Black or African American","No","Associate’s Degree","No"
"199",199,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,2,5,2,4,5,5,5,5,4,2,5,5,5,5,3,3,5,4,2,1,5,5,5,2,4,1,1,4,4,5,40,"Woman","Yes","White","No","Master’s Degree","No"
"200",200,5,5,5,5,5,5,3,3,4,5,2,4,1,1,5,1,1,2,3,1,4,3,5,5,2,2,5,3,5,5,4,3,5,1,2,NA,1,2,1,2,1,1,5,5,1,5,22,"Man","Yes","White","No","High School","No"
"201",201,4,5,4,4,5,4,4,4,4,4,4,4,1,4,5,4,5,5,4,5,4,5,4,4,4,4,5,4,5,4,4,4,4,4,2,1,5,5,4,4,4,1,2,4,4,4,27,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"202",202,5,5,5,5,NA,5,5,5,4,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,4,5,1,2,1,1,5,4,5,41,"Man","Yes","White","No","Bachelor’s Degree","No"
"203",203,3,5,5,4,5,3,3,3,4,3,2,3,1,3,3,3,2,2,3,3,3,3,4,3,3,3,3,5,4,5,4,5,5,3,3,2,3,3,3,3,3,2,3,4,3,5,28,"Woman","Yes","White","No","Master’s Degree","No"
"204",204,4,5,1,2,2,2,2,2,1,1,3,2,1,3,2,4,2,2,1,2,2,3,4,4,4,2,3,4,2,2,NA,3,2,2,NA,2,3,4,2,4,1,1,3,4,1,3,22,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"205",205,2,5,5,5,5,4,4,3,4,4,4,4,1,2,3,3,2,3,2,2,4,3,4,4,4,2,3,4,5,4,4,4,4,2,3,4,3,4,1,3,4,2,4,4,3,5,51,"Man","Yes","White","No",NA,"No"
"206",206,4,5,5,5,5,5,4,3,5,3,2,5,1,5,5,4,3,3,3,2,5,3,4,5,4,4,5,5,5,4,5,4,5,1,1,3,1,5,1,4,4,2,5,4,4,5,39,"Man","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"207",207,1,4,5,2,5,1,1,1,5,4,5,4,1,5,1,2,1,1,1,1,NA,1,5,5,2,2,4,4,4,5,5,4,5,1,4,5,1,2,1,5,5,2,5,4,4,2,19,"Man","Yes","White","No","High School","No"
"208",208,5,5,4,4,5,5,4,4,5,4,2,5,1,2,3,3,2,3,3,3,5,4,3,4,4,4,5,4,4,4,4,4,4,2,3,4,4,4,2,4,4,3,4,5,2,3,38,"Man","Yes","White",NA,"Master’s Degree","No"
"209",209,1,5,1,1,3,1,1,1,3,3,3,3,1,1,1,5,1,3,1,1,5,1,1,3,1,1,1,1,5,1,1,2,3,1,3,3,1,3,1,1,5,3,4,4,1,3,55,"Woman","Yes","White","No","Associate’s Degree","No"
"210",210,4,5,5,5,5,5,5,4,5,4,1,5,1,4,5,2,4,4,4,4,3,4,5,5,4,3,4,5,4,3,5,5,5,2,2,2,2,4,3,1,2,2,2,4,4,5,69,"Woman","Yes","White","No","Bachelor’s Degree","No"
"211",211,4,5,5,5,5,5,4,3,5,5,1,3,1,4,5,3,4,4,2,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,2,2,4,4,2,2,2,2,3,4,3,3,56,"Woman","Yes","White","No","Associate’s Degree","Yes"
"212",212,5,4,2,5,2,2,1,4,4,1,1,5,1,4,4,4,4,4,5,4,4,4,5,2,4,4,4,1,5,4,3,4,4,4,4,5,1,1,1,4,4,4,1,5,1,4,53,"Woman","Yes","Asian or Asian American","No","Master’s Degree","No"
"213",213,3,5,4,3,3,3,4,5,4,5,2,3,1,5,5,2,5,5,3,3,5,4,4,5,5,5,4,5,5,4,5,5,5,4,3,1,4,4,3,2,1,1,2,5,2,5,34,"Man","Yes","White","No","Bachelor’s Degree","No"
"214",214,3,5,4,2,3,4,3,3,5,4,3,3,1,3,4,3,4,4,3,3,3,3,NA,5,1,1,4,4,3,5,4,4,4,3,3,4,2,3,2,4,4,NA,4,4,2,4,45,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"215",215,1,5,1,1,3,4,1,1,5,5,1,4,1,1,4,4,1,1,2,1,5,2,5,5,4,3,3,5,5,4,5,5,5,1,2,2,2,3,1,2,1,1,5,5,3,4,27,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"216",216,4,5,5,5,5,5,5,4,5,5,2,4,1,3,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,5,3,2,1,2,5,3,1,2,2,3,5,4,5,36,"Woman","Yes","White","No","Bachelor’s Degree","No"
"217",217,4,5,5,4,5,5,4,2,5,4,4,4,1,4,5,4,3,4,4,3,5,4,5,5,5,4,5,5,5,5,3,4,5,4,4,2,3,4,3,3,4,2,3,4,4,5,57,"Man","Yes","White","No","Associate’s Degree","No"
"218",218,3,5,5,5,5,4,4,3,5,5,3,5,1,3,5,3,2,4,3,3,5,3,5,5,4,3,5,5,3,5,3,3,5,3,2,1,3,4,3,1,1,2,5,5,5,5,48,"Woman","Yes","White","No","High School","No"
