"","id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid2","race","hispanic","ed","sud_hx"
"109",109,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,29,"Man","Yes","White","No","Bachelor’s Degree","No"
"110",110,1,5,1,1,1,3,1,1,5,5,5,5,1,1,1,1,1,1,1,1,5,1,3,5,4,5,2,1,4,2,5,5,5,1,5,5,1,5,1,5,5,3,5,4,1,5,39,"Woman","Yes","Black or African American","No","High School","No"
"111",111,4,5,5,4,5,5,5,4,5,4,2,4,1,5,2,4,1,4,4,4,5,5,5,5,4,4,5,4,4,5,5,5,4,4,1,1,5,5,4,2,2,1,3,5,5,4,42,"Man","Yes","White","No","High School","No"
"112",112,4,5,4,4,5,4,2,5,4,4,4,4,1,2,4,1,2,2,5,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4,3,3,4,4,2,3,4,2,4,4,2,2,27,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"113",113,4,5,5,5,5,5,4,4,5,5,2,4,1,4,4,4,4,5,4,4,4,5,4,5,5,4,5,5,5,4,5,5,4,2,3,2,3,4,2,2,2,2,2,4,4,4,26,"Man","Yes","White","No","Bachelor’s Degree","No"
"114",114,3,4,3,3,3,3,3,3,3,4,3,4,1,3,3,3,3,3,3,3,5,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,59,"Man","Yes","White","No","High School","No"
"115",115,5,5,5,5,5,5,5,4,5,5,3,4,1,4,5,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,1,2,3,1,5,1,1,1,2,5,3,1,4,24,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"116",116,2,5,5,5,5,4,3,2,4,5,4,4,1,2,4,4,1,4,3,3,4,2,4,3,1,2,5,4,5,5,4,4,2,2,3,4,2,4,3,5,5,3,5,4,3,4,24,"Woman","Yes","White","No","Bachelor’s Degree","No"
"117",117,2,5,4,4,5,3,1,2,5,5,3,4,1,1,2,2,1,2,1,2,4,2,3,5,3,3,4,4,5,4,3,3,4,2,5,4,2,2,2,5,3,2,5,3,2,4,36,"Man","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"118",118,4,5,5,5,4,4,4,3,4,4,3,4,1,3,4,4,4,4,3,4,4,4,3,5,4,3,4,4,4,3,4,4,4,3,1,2,3,5,4,2,3,2,3,4,4,3,37,"Woman","Yes","White","No","Associate’s Degree","No"
"119",119,3,5,4,4,4,4,3,3,4,NA,4,4,1,3,4,3,3,4,4,2,5,3,4,5,5,4,4,3,4,5,3,4,4,2,3,5,2,4,2,4,3,2,4,2,5,3,32,"Woman","Yes","Black or African American","No","Master’s Degree","No"
"120",120,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,3,2,4,4,4,4,4,5,4,5,5,5,5,4,5,5,5,5,2,2,3,4,5,3,2,2,2,4,5,3,5,38,"Woman","Yes","White","No","Master’s Degree","No"
"121",121,1,5,3,3,3,2,2,4,5,3,4,3,1,1,4,2,4,4,4,3,4,4,4,5,4,2,5,5,5,4,4,4,5,2,3,2,3,4,3,2,4,1,3,4,4,3,24,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"122",122,5,5,5,5,5,5,5,5,5,4,1,4,1,5,5,3,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,1,1,1,3,1,1,1,2,2,4,5,5,34,"Woman","Yes","White","No","High School","No"
"123",123,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,1,1,5,5,4,2,2,1,3,5,5,5,25,"Woman","Yes","White","No","High School","Yes"
"124",124,5,5,5,5,5,5,5,5,5,4,1,5,1,3,4,3,3,3,4,4,5,2,5,5,3,3,5,5,5,5,4,4,5,2,3,3,1,5,3,3,3,2,5,4,5,5,24,"Woman","Yes","White","No","High School","No"
"125",125,3,5,3,1,3,4,1,1,5,3,5,4,1,5,3,1,3,5,1,1,5,3,2,5,3,3,1,4,4,4,3,5,4,1,5,1,1,3,1,5,5,4,5,5,5,3,22,"Woman","Yes","White",NA,"High School","No"
"126",126,5,5,4,4,5,5,4,5,5,5,3,4,1,3,5,3,2,4,5,5,4,5,4,4,4,5,5,5,2,4,5,5,4,4,1,1,4,4,4,2,2,1,2,5,2,4,32,"Woman","Yes","White","No","Master’s Degree","No"
"127",127,3,5,3,4,5,4,3,4,5,4,3,4,1,3,4,4,3,3,3,3,4,3,5,4,3,3,4,3,5,4,5,5,5,2,3,3,1,4,1,3,3,2,5,5,3,4,39,"Man","Yes","White","No","Bachelor’s Degree","No"
"128",128,3,4,4,4,5,2,2,1,2,5,3,4,1,3,3,2,2,2,1,1,4,2,3,4,1,2,4,4,4,5,3,3,4,2,2,2,2,4,1,4,4,1,4,4,3,4,65,"Woman","Yes","White","No","High School","No"
"129",129,5,5,3,3,1,5,5,5,5,5,1,5,1,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,3,2,1,5,5,3,2,3,1,3,4,4,5,26,"Non-Binary, Agender, or Other","No","White","No","Less than High School","No"
"130",130,4,5,5,4,5,5,4,4,5,5,5,4,1,2,5,2,4,2,4,2,NA,2,5,5,5,5,5,4,4,5,5,5,4,2,4,4,2,4,4,4,5,2,5,4,4,2,30,"Man","Yes","White","No","Master’s Degree","No"
"131",131,2,5,5,3,5,2,4,4,5,5,1,4,1,2,5,4,2,2,2,2,4,2,5,5,5,4,4,4,4,5,4,4,5,1,2,3,2,4,2,2,2,1,4,5,3,3,62,"Woman","Yes","White","No","Bachelor’s Degree","No"
"132",132,4,5,5,5,5,2,3,1,4,4,3,2,1,1,3,1,1,1,4,3,5,3,3,4,1,3,4,5,4,4,1,2,5,1,4,3,1,4,1,3,4,1,5,4,4,4,44,"Woman","Yes","White","No","Associate’s Degree","No"
"133",133,4,5,5,3,4,5,5,4,5,4,5,4,1,4,5,4,5,4,5,4,5,5,3,5,5,4,4,5,5,4,5,5,5,2,4,1,4,4,4,4,2,5,4,5,4,4,30,"Man","Yes","Black or African American","No","Bachelor’s Degree","No"
"134",134,4,5,4,4,3,3,3,3,5,4,3,4,1,1,5,2,1,4,4,4,5,3,2,5,1,2,4,3,4,5,4,4,4,2,4,5,3,3,2,3,3,3,5,4,4,5,29,"Man","Yes","Latine or Hispanic","Yes","High School","No"
"135",135,4,5,4,5,4,5,4,4,5,5,1,4,1,4,5,3,3,2,5,4,4,4,5,5,5,4,5,5,4,4,4,5,5,2,3,3,1,5,3,2,3,2,4,3,3,3,46,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"136",136,2,4,3,3,3,4,2,2,3,4,2,4,1,2,4,1,1,2,3,2,3,2,3,2,2,2,4,3,5,4,1,2,2,2,4,2,2,4,1,5,4,1,4,3,2,3,41,"Man","Yes","Asian or Asian American","No","Professional Degree (J.D., M.D., etc.)","No"
"137",137,3,4,3,3,3,3,3,3,3,1,3,3,1,2,3,3,3,4,4,3,5,3,3,4,3,3,4,3,5,3,4,3,1,3,3,3,3,4,2,4,4,3,4,3,3,3,21,"Man","Yes","Other or Prefer not to say","No","Prefer not to say","Prefer not to say"
"138",138,3,4,3,3,3,3,3,3,1,4,3,4,1,3,3,4,2,3,3,3,4,4,4,3,3,3,4,3,4,4,2,3,4,3,2,2,3,3,2,4,4,2,4,4,3,4,24,"Man","Yes","Latine or Hispanic","Yes","High School","No"
"139",139,3,4,3,4,5,4,3,2,4,3,5,3,1,1,2,1,1,2,3,2,5,3,1,4,4,2,4,2,4,4,1,2,3,1,4,4,1,4,1,4,2,3,5,4,4,3,33,"Man","Yes","White","No","High School","No"
"140",140,5,5,5,5,5,3,5,1,5,5,5,3,1,3,3,3,1,1,3,1,5,3,3,5,5,3,3,5,5,5,5,5,5,1,5,3,1,5,1,1,3,3,5,3,1,3,55,"Man","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"141",141,5,5,3,3,3,4,5,5,5,5,2,5,1,3,5,4,4,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,3,2,3,2,4,3,2,3,1,3,3,3,5,29,"Woman","Yes","Multiracial","No","Bachelor’s Degree","No"
"142",142,5,5,NA,5,5,5,5,5,5,5,4,5,1,5,5,4,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,1,3,3,1,5,1,3,3,3,4,2,4,5,36,"Man","Yes","White","No","High School","No"
"143",143,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,1,4,5,3,2,3,2,3,5,4,5,25,"Woman","Yes","White",NA,"High School","No"
"144",144,4,5,4,4,1,4,5,4,5,4,1,5,1,4,5,4,4,4,3,4,4,4,5,4,4,2,4,5,4,4,4,4,4,4,2,1,4,4,4,4,4,2,1,5,2,4,32,"Man","Yes","White","No","High School","No"
"145",145,4,5,3,3,3,4,4,3,5,5,2,4,1,4,2,2,1,1,1,1,5,3,2,5,4,2,4,5,5,5,1,2,4,1,2,4,4,4,1,4,4,2,5,5,1,3,47,"Woman","Yes","White","No","Master’s Degree","No"
"146",146,2,5,5,5,5,3,3,3,5,4,4,4,1,5,5,1,4,4,3,3,5,2,2,5,1,1,4,4,5,4,4,4,5,2,1,3,1,3,1,4,5,2,5,5,4,4,28,"Man","Yes","Latine or Hispanic","Yes","Master’s Degree","No"
"147",147,5,5,5,5,5,5,5,5,5,5,2,5,1,4,5,3,5,4,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,3,3,2,3,5,3,1,3,2,4,4,5,5,40,"Woman","Yes","White","No","Master’s Degree","No"
"148",148,4,5,5,5,5,5,4,4,5,4,5,4,1,1,2,1,1,3,3,1,4,3,4,4,4,1,4,3,5,4,5,4,4,2,2,2,2,4,1,2,1,2,5,4,5,2,49,"Woman","Yes","White","No","High School","No"
"149",149,3,5,4,2,3,3,2,2,4,3,5,4,1,2,4,1,2,2,2,2,5,3,3,4,3,4,4,4,5,3,3,4,3,2,3,3,3,3,2,1,3,3,5,5,2,2,37,"Man","Yes","White","No","Bachelor’s Degree","No"
"150",150,1,4,1,1,1,4,1,1,5,2,4,4,1,1,1,1,2,1,1,1,4,1,1,5,1,1,2,1,4,4,3,4,2,1,2,5,1,3,1,4,1,5,5,1,4,4,40,"Woman","Yes","Asian or Asian American","No","Master’s Degree","No"
"151",151,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,5,5,3,3,2,4,4,4,2,1,1,3,5,4,4,21,"Man","Yes","Latine or Hispanic","Yes","High School","No"
"152",152,3,5,4,4,5,3,1,3,5,4,4,3,1,1,4,2,1,3,1,1,4,3,3,5,3,2,3,3,5,5,3,3,5,1,3,4,3,3,1,5,4,3,4,5,3,3,51,"Man","Yes","White","No","High School","No"
"153",153,5,5,5,5,5,5,5,5,5,5,3,4,1,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,4,5,2,2,2,2,4,3,3,3,4,4,5,5,5,41,"Woman","Yes","White","No","High School","Yes"
"154",154,3,5,1,1,1,3,3,3,4,4,4,2,1,1,2,1,2,1,3,3,3,NA,4,2,2,2,4,2,4,4,4,4,3,2,4,4,1,3,1,3,2,2,1,4,4,1,30,"Woman","Yes","White",NA,"High School","No"
"155",155,5,5,5,5,5,4,4,2,5,5,2,5,1,4,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,4,2,5,5,1,1,3,4,4,5,5,5,48,"Woman","Yes","White","No","Bachelor’s Degree","Yes"
"156",156,3,4,4,4,4,3,2,3,4,3,3,3,1,4,4,1,5,4,2,3,4,4,3,4,3,3,4,4,3,4,3,3,4,1,4,3,3,3,2,2,3,3,4,4,2,3,35,"Man","Yes","White","No","Associate’s Degree","No"
"157",157,5,NA,4,4,4,4,4,3,3,4,2,3,1,3,4,3,5,4,5,5,4,4,4,4,5,5,5,4,4,5,4,4,4,4,1,1,4,4,4,4,3,4,4,4,4,2,27,"Man","Yes","Black or African American","No","Bachelor’s Degree","No"
"158",158,2,4,3,3,2,4,4,4,4,3,3,3,1,4,3,4,3,2,4,4,4,4,4,5,3,4,5,3,5,5,4,4,4,3,4,3,4,4,4,3,4,2,3,4,2,4,22,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"159",159,5,5,5,5,5,5,5,5,5,5,3,5,1,5,4,4,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,4,2,2,1,2,5,2,1,2,1,3,5,5,4,37,"Man","Yes","White","No","Associate’s Degree","No"
"160",160,3,5,4,4,3,5,3,4,5,4,2,4,1,4,5,4,4,4,3,4,5,4,4,4,3,3,5,4,5,5,4,4,4,4,2,2,4,3,3,4,4,2,2,5,4,3,27,"Man","Yes","White","No","High School","No"
"161",161,2,4,2,3,4,2,3,2,3,3,4,4,1,1,3,1,1,2,1,1,5,2,3,4,2,2,2,4,4,5,2,2,4,1,4,3,2,4,1,5,3,4,5,4,2,4,49,"Man","Yes","White","No","High School","No"
"162",162,3,5,3,3,4,3,2,3,3,3,3,4,1,2,3,3,1,3,1,1,5,3,3,5,3,3,5,3,2,4,4,3,4,1,3,2,4,3,1,5,5,3,4,4,4,4,26,"Woman","Yes",NA,NA,"Bachelor’s Degree","No"
"163",163,1,4,4,4,5,4,4,1,5,4,4,4,1,3,4,1,2,1,1,1,5,1,1,5,1,1,1,3,1,5,2,2,4,1,4,1,1,4,1,1,2,5,5,5,5,4,70,"Woman","Yes","White","No","High School","No"
"164",164,4,5,3,3,5,3,4,4,5,5,3,3,1,4,5,3,3,4,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,1,4,1,1,5,2,1,2,3,4,5,5,4,46,"Woman","Yes","White","No","Bachelor’s Degree","No"
"165",165,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,4,3,2,3,5,3,1,2,1,3,4,4,4,41,"Woman","Yes","White","No","Other option not represented here","No"
"166",166,3,5,4,2,4,2,3,3,5,4,2,4,1,3,3,4,3,4,2,2,3,3,3,4,3,3,3,5,3,5,3,3,4,5,2,2,3,4,3,2,3,2,3,5,3,2,49,"Man","Yes","White","No","High School","No"
"167",167,3,5,5,5,5,5,4,3,5,4,3,4,1,4,3,3,5,4,3,3,4,3,5,4,4,3,5,5,4,5,4,4,4,1,2,1,3,3,3,2,3,1,1,5,4,5,23,"Woman","Yes","White","No","High School","Yes"
"168",168,3,5,2,2,1,3,2,1,4,4,2,4,1,2,2,1,1,1,2,1,4,3,3,4,4,3,3,3,5,4,3,3,4,1,4,3,2,4,2,4,4,4,5,2,2,2,33,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"169",169,4,5,5,4,5,5,4,4,5,4,3,5,1,4,4,3,3,3,3,4,5,4,4,4,3,3,4,5,5,4,4,4,5,2,2,2,3,4,2,2,3,2,3,5,4,5,42,"Woman","Yes","White","No","High School","No"
"170",170,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,3,5,5,5,NA,5,4,5,5,4,5,5,5,5,5,5,5,4,1,2,4,5,4,2,2,1,3,4,5,5,28,"Non-Binary, Agender, or Other","No","Multiracial","No","Bachelor’s Degree","No"
"171",171,3,5,3,3,3,3,3,3,4,4,4,3,1,4,4,2,4,2,3,3,4,3,3,5,5,5,4,4,5,4,3,3,4,1,4,4,2,4,2,5,4,2,5,2,4,3,25,"Woman","Yes","Multiracial","No","Bachelor’s Degree","No"
"172",172,4,5,4,5,5,4,4,4,5,4,2,4,1,5,1,2,1,4,4,4,5,4,4,5,1,1,1,4,5,5,4,4,5,1,1,2,1,5,2,1,4,2,4,5,4,1,44,"Man","Yes","White","No","High School","No"
"173",173,5,5,4,4,5,4,4,4,5,5,1,4,1,4,4,5,2,4,4,2,4,4,5,4,5,4,4,5,5,5,5,5,5,2,1,2,4,4,3,2,2,1,4,4,4,4,34,"Woman","Yes","White","No","Bachelor’s Degree","No"
"174",174,1,5,5,NA,5,1,1,1,5,5,5,5,1,3,1,1,1,3,1,3,4,1,5,5,1,1,5,3,4,3,5,5,5,1,5,3,1,5,1,5,5,1,5,5,4,5,49,NA,"Yes","White","No","High School","No"
"175",175,4,5,4,5,5,4,4,4,4,4,2,5,1,4,5,4,3,5,5,4,5,5,4,4,4,4,5,4,5,5,4,4,5,3,2,2,3,4,3,2,3,2,3,5,4,5,36,"Woman","Yes","White","No","High School","No"
"176",176,1,4,2,2,4,1,1,1,4,2,2,3,1,2,1,2,1,1,1,1,4,2,2,4,2,1,4,2,4,4,4,4,4,1,1,2,1,4,2,4,2,2,4,4,4,4,36,"Woman","Yes","White","No","Bachelor’s Degree","No"
"177",177,3,5,5,5,5,5,3,3,5,5,1,5,1,1,5,4,1,1,3,1,5,1,5,5,5,4,5,5,5,4,4,4,5,1,4,5,1,5,1,2,2,3,5,5,1,5,28,"Woman","Yes","White","No","Doctorate Degree (PhD, PsyD, etc.)","No"
"178",178,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4,2,1,5,5,4,1,2,1,1,5,5,5,37,"Man","Yes","White","No","High School","No"
"179",179,1,5,5,4,5,4,4,1,4,5,4,5,1,2,5,2,2,4,1,1,5,2,2,4,5,4,4,4,4,5,4,5,4,2,2,2,4,4,1,5,4,2,4,4,1,5,31,"Man","Yes","White","No","High School","Yes"
"180",180,4,5,3,3,3,3,4,5,4,2,5,5,1,5,1,1,5,5,1,4,2,5,3,5,1,3,5,3,5,5,1,1,1,NA,1,1,5,5,1,5,5,4,3,1,1,4,23,"Man","Yes","Asian or Asian American","No","High School","No"
"181",181,3,5,3,3,5,4,2,3,5,4,4,3,1,2,3,2,2,2,3,2,4,3,4,4,3,3,4,4,4,5,3,3,4,1,4,4,2,3,2,4,4,3,5,4,4,3,29,"Woman","Yes","White","No","Associate’s Degree","No"
"182",182,1,5,2,2,5,1,1,1,5,4,5,4,1,1,2,1,1,1,1,1,5,1,2,5,1,1,4,3,5,4,3,3,5,2,5,5,1,3,2,4,5,3,5,5,3,4,33,"Man","No","White","No","High School","No"
"183",183,2,5,5,5,5,2,2,2,4,4,4,5,1,2,4,3,1,4,2,2,4,2,4,4,4,3,2,4,5,5,4,4,5,2,2,4,2,3,1,2,4,2,4,5,4,5,26,"Woman","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"184",184,5,5,4,5,5,5,5,4,5,4,2,4,1,5,5,1,5,4,5,4,5,4,4,5,5,5,5,2,5,5,4,5,4,1,1,4,4,4,4,2,2,2,4,5,4,4,57,"Woman","Yes","Multiracial","No","Bachelor’s Degree","No"
"185",185,5,5,4,4,5,5,5,5,5,5,1,5,1,4,4,5,2,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,4,2,1,1,2,5,3,1,1,1,2,5,3,5,44,"Man","Yes","White","No","High School","No"
"186",186,5,5,2,2,2,4,5,5,5,2,2,2,1,4,4,4,4,5,5,5,4,5,4,4,5,5,5,5,4,5,4,4,4,4,2,2,4,3,2,4,4,1,4,4,4,4,NA,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"187",187,4,5,5,5,5,5,4,4,5,5,2,5,1,4,5,3,4,5,4,4,5,5,3,5,5,5,5,4,5,5,4,5,5,3,3,1,5,5,4,2,2,2,2,5,1,5,29,"Woman","Yes","Black or African American","No","High School","Prefer not to say"
"188",188,4,5,5,5,5,5,5,5,5,5,2,5,1,1,5,2,2,3,5,2,5,1,4,4,4,3,4,5,4,5,4,4,4,5,3,4,4,4,1,4,5,2,5,5,5,5,23,"Man","Yes","White","No","High School","No"
"189",189,5,5,5,5,5,5,5,4,5,5,2,5,1,5,5,5,5,4,5,5,5,5,4,5,5,3,5,5,4,4,4,5,5,4,3,1,4,5,3,4,4,2,2,5,4,5,30,"Woman","Yes","Multiracial","No","High School","No"
"190",190,3,4,3,4,4,3,3,3,4,4,2,4,1,3,4,4,1,2,2,3,4,3,3,4,3,3,4,4,5,4,3,3,4,2,4,3,3,4,1,5,4,4,4,4,3,2,53,"Man","Yes","White","No","Master’s Degree","No"
"191",191,4,5,4,4,5,4,4,4,4,4,2,4,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,2,3,4,3,2,2,3,3,4,4,5,64,"Man","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"192",192,4,5,3,3,5,4,3,3,5,4,2,4,1,3,4,3,1,4,3,3,5,4,4,5,2,2,4,3,5,5,5,5,4,3,3,2,4,3,3,4,3,2,3,4,5,3,24,"Man","Yes","White","No","High School","No"
"193",193,1,5,5,5,5,2,4,1,5,4,4,5,1,1,5,1,1,1,1,1,5,1,5,4,4,5,1,5,4,4,4,4,5,1,4,4,1,4,1,4,4,4,5,5,2,4,23,"Woman","Yes","Latine or Hispanic","Yes","Bachelor’s Degree","No"
"194",194,3,5,4,4,5,4,3,3,5,5,1,3,1,3,2,3,1,1,3,3,5,2,2,5,3,3,4,3,2,5,3,4,4,1,4,5,1,4,1,4,4,4,5,3,5,5,19,"Woman","Yes","Asian or Asian American","No","High School","No"
"195",195,4,5,5,5,5,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,NA,4,NA,4,4,4,2,2,NA,4,3,2,2,3,3,5,4,5,41,"Man","Yes","White","No","Associate’s Degree","No"
"196",196,4,5,3,3,3,3,4,4,5,5,5,3,1,2,3,2,3,3,1,4,5,4,5,5,5,4,4,5,5,5,4,4,2,1,2,3,1,4,1,5,2,1,4,5,4,4,40,"Woman","Yes","Black or African American","No","Master’s Degree","Prefer not to say"
"197",197,5,5,5,5,5,5,5,5,5,5,3,5,1,2,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,3,2,5,5,3,1,4,2,2,5,5,5,24,"Man","Yes","Asian or Asian American","No","High School","No"
"198",198,4,5,4,3,5,4,4,4,4,4,2,4,1,4,4,3,2,3,4,3,5,2,4,5,4,3,5,4,4,4,4,4,5,2,2,2,4,4,3,4,4,2,4,5,2,4,31,"Woman","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"199",199,3,5,5,5,5,5,4,4,5,5,2,5,1,5,3,4,4,4,3,5,4,4,4,5,3,3,4,5,5,5,3,2,5,3,1,2,3,3,5,1,1,1,4,5,5,4,56,"Woman","Yes","White","No","Bachelor’s Degree","No"
"200",200,2,5,3,3,4,4,3,2,5,4,4,2,1,4,4,3,4,2,3,3,5,3,3,5,3,3,3,3,5,4,4,4,4,2,4,3,3,2,2,4,2,2,3,4,4,3,22,"Woman","Yes","Black or African American","No","High School","No"
"201",201,1,5,2,1,3,1,1,1,4,5,3,3,1,1,3,1,1,1,1,2,5,1,1,4,4,2,1,3,4,4,3,3,4,1,5,5,1,3,1,1,1,4,5,3,3,4,31,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"202",202,3,5,5,5,5,4,4,3,5,5,3,5,1,3,5,3,1,1,3,3,5,3,5,4,2,2,5,3,5,5,2,4,5,4,3,3,2,5,3,3,2,2,4,5,5,4,40,"Man","Yes","White","No","Associate’s Degree","Yes"
"203",203,2,5,4,4,4,4,3,3,4,4,2,4,1,2,2,2,1,4,2,4,4,4,2,4,1,2,4,2,5,2,3,2,2,2,5,4,2,4,2,2,2,4,4,4,4,2,40,"Man","Yes","White","No","High School","Prefer not to say"
"204",204,5,5,5,5,3,5,5,5,5,5,1,5,1,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,5,1,1,3,3,5,5,5,29,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"205",205,4,5,4,4,5,4,3,3,4,4,3,4,1,3,3,3,3,4,2,4,4,3,4,4,3,2,5,3,4,5,3,4,4,1,2,3,2,4,2,3,3,3,5,4,4,3,42,"Man","Yes","White","No","Bachelor’s Degree","No"
"206",206,4,5,3,3,3,4,4,4,5,5,1,5,1,4,4,4,4,4,4,4,5,4,3,5,4,3,5,4,5,5,4,4,5,2,4,3,3,5,1,4,4,2,5,5,1,4,30,"Man","Yes","White","No","Bachelor’s Degree","No"
"207",207,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,NA,4,5,5,4,1,1,4,5,3,2,5,1,2,5,4,5,22,"Woman","Yes","White","No","Associate’s Degree","No"
"208",208,4,5,3,3,3,5,5,3,4,3,3,3,1,3,3,2,4,5,3,3,4,4,3,4,3,3,4,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,4,3,4,25,"Man","No","Asian or Asian American","No","Bachelor’s Degree","No"
"209",209,5,5,4,5,4,4,4,5,4,NA,1,5,1,4,5,4,4,4,4,5,4,4,4,5,3,4,NA,4,4,5,3,3,4,5,1,1,3,5,2,2,2,3,3,4,4,4,25,"Man","Yes","Latine or Hispanic","Yes","Associate’s Degree","No"
"210",210,4,4,5,5,5,5,4,5,5,5,1,4,1,5,5,5,4,5,4,5,5,5,4,4,2,3,5,3,5,5,4,5,5,4,2,1,4,5,3,4,4,2,4,5,1,5,40,"Man","Yes","Black or African American","No","Bachelor’s Degree","No"
"211",211,4,5,2,2,3,4,3,5,5,4,1,3,1,3,3,3,4,3,4,2,5,4,1,4,5,4,2,2,5,5,3,3,4,2,2,3,3,2,1,3,3,1,3,4,3,2,24,"Man","Yes","Asian or Asian American","No","Master’s Degree","No"
"212",212,3,4,3,2,2,4,2,2,5,5,3,4,1,2,2,1,2,3,2,2,4,3,4,5,3,2,4,4,4,4,4,4,4,1,4,5,4,3,1,4,4,3,4,4,4,3,59,"Woman","Yes","Black or African American","No","Master’s Degree","No"
"213",213,1,5,5,5,5,1,1,1,5,5,3,5,1,2,1,1,1,3,1,1,4,1,5,5,3,3,4,3,5,5,5,5,5,1,5,5,1,2,1,5,3,5,5,4,1,5,51,"Woman","Yes","White","No","Master’s Degree","No"
"214",214,2,4,3,3,3,3,1,1,4,4,3,3,1,2,2,1,1,2,1,1,5,1,2,5,1,2,4,3,4,5,3,4,4,1,4,4,2,4,1,5,3,4,5,5,1,3,30,"Man","Yes","White","No","Bachelor’s Degree","No"
"215",215,4,5,4,4,4,4,4,4,4,4,4,4,1,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,4,4,2,2,4,4,4,20,"Woman","Yes","Asian or Asian American","No","Associate’s Degree","No"
"216",216,3,4,4,3,4,3,4,NA,4,4,4,3,1,4,4,3,3,4,4,4,4,3,4,4,4,3,3,4,4,3,3,4,NA,4,3,3,3,3,4,3,4,4,4,4,4,3,33,"Man","Yes","White","No","Bachelor’s Degree","Prefer not to say"
"217",217,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,1,1,3,5,5,1,3,1,4,5,5,5,34,"Man","Yes","White","No","Master’s Degree","No"
"218",218,5,5,4,5,5,5,5,4,5,3,3,5,1,5,5,3,5,5,3,3,5,5,3,5,5,5,5,5,5,5,4,5,3,1,5,3,3,5,3,3,4,3,5,5,5,3,36,"Man","Yes","Latine or Hispanic","Yes","Other option not represented here","No"
